year,month,state_code,deaths
2017,10,SA,9
2017,10,TAS,4
2017,10,VIC,12
2017,10,WA,16
2017,11,ACT,1
2017,11,NSW,38
2017,11,NT,1
2017,11,QLD,14
2017,11,SA,11
2017,11,TAS,3
2017,11,VIC,32
2017,11,WA,12
2017,12,NSW,40
2017,12,NT,4
2017,12,QLD,24
2017,12,SA,9
2017,12,TAS,3
2017,12,VIC,29
2017,12,WA,21
2018,1,ACT,1
2018,1,NSW,37
2018,1,NT,3
2018,1,QLD,16
2018,1,SA,5
2018,1,TAS,6
2018,1,VIC,20
2018,1,WA,13
2018,2,ACT,2
2018,2,NSW,32
2018,2,NT,3
2018,2,QLD,19
2018,2,SA,3
2018,2,TAS,2
2018,2,VIC,15
2018,2,WA,10
2018,3,NSW,24
2018,3,NT,9
2018,3,QLD,29
2018,3,SA,11
2018,3,TAS,4
2018,3,VIC,21
2018,3,WA,15
2018,4,ACT,1
2018,4,NSW,31
2018,4,NT,3
2018,4,QLD,16
2018,4,SA,7
2018,4,TAS,1
2018,4,VIC,9
2018,4,WA,20
2018,5,ACT,2
2018,5,NSW,25
2018,5,NT,5
2018,5,QLD,14
2018,5,SA,7
2018,5,TAS,2
2018,5,VIC,23
2018,5,WA,12
2018,6,NSW,21
2018,6,NT,5
2018,6,QLD,23
2018,6,SA,5
2018,6,TAS,1
2018,6,VIC,12
2018,6,WA,11
2018,7,ACT,1
2018,7,NSW,31
2018,7,NT,3
2018,7,QLD,29
2018,7,SA,4
2018,7,TAS,2
2018,7,VIC,15
2018,7,WA,11
2018,8,NSW,38
2018,8,NT,3
2018,8,QLD,26
2018,8,SA,3
2018,8,TAS,2
2018,8,VIC,18
2018,8,WA,14
2018,9,ACT,1
2018,9,NSW,34
2018,9,NT,2
2018,9,QLD,20
2018,9,SA,10
2018,9,TAS,5
2018,9,VIC,19
2018,9,WA,15
2018,10,ACT,1
2018,10,NSW,21
2018,10,NT,8
2018,10,QLD,11
2018,10,SA,4
2018,10,VIC,21
2018,10,WA,8
2018,11,NSW,25
2018,11,NT,3
2018,11,QLD,18
2018,11,SA,12
2018,11,TAS,3
2018,11,VIC,23
2018,11,WA,15
2018,12,NSW,28
2018,12,NT,3
2018,12,QLD,24
2018,12,SA,9
2018,12,TAS,4
2018,12,VIC,17
2018,12,WA,15
2019,1,ACT,1
2019,1,NSW,38
2019,1,NT,5
2019,1,QLD,15
2019,1,SA,14
2019,1,TAS,1
2019,1,VIC,22
2019,1,WA,20
2019,2,NSW,28
2019,2,NT,1
2019,2,QLD,10
2019,2,SA,3
2019,2,TAS,3
2019,2,VIC,33
2019,2,WA,13
2019,3,NSW,41
2019,3,NT,1
2019,3,QLD,23
2019,3,SA,13
2019,3,TAS,4
2019,3,VIC,20
2019,3,WA,11
2019,4,NSW,28
2019,4,NT,3
2019,4,QLD,14
2019,4,SA,11
2019,4,TAS,3
2019,4,VIC,24
2019,4,WA,15
2019,5,NSW,20
2019,5,NT,3
2019,5,QLD,22
2019,5,SA,12
2019,5,TAS,2
2019,5,VIC,33
2019,5,WA,14
2019,6,ACT,2
2019,6,NSW,26
2019,6,NT,2
2019,6,QLD,15
2019,6,SA,8
2019,6,TAS,3
2019,6,VIC,18
2019,6,WA,19
2019,7,NSW,23
2019,7,NT,4
2019,7,QLD,19
2019,7,SA,8
2019,7,TAS,3
2019,7,VIC,17
2019,7,WA,10
2019,8,NSW,31
2019,8,NT,3
2019,8,QLD,23
2019,8,SA,8
2019,8,TAS,2
2019,8,VIC,16
2019,8,WA,16
2019,9,ACT,1
2019,9,NSW,33
2019,9,NT,1
2019,9,QLD,22
2019,9,SA,3
2019,9,TAS,2
2019,9,VIC,18
2019,9,WA,11
2019,10,ACT,1
2019,10,NSW,29
2019,10,NT,1
2019,10,QLD,25
2019,10,SA,8
2019,10,TAS,2
2019,10,VIC,26
2019,10,WA,9
2019,11,NSW,27
2019,11,QLD,15
2019,11,SA,13
2019,11,TAS,1
2019,11,VIC,18
2019,11,WA,10
2019,12,ACT,1
2019,12,NSW,29
2019,12,NT,12
2019,12,QLD,16
2019,12,SA,13
2019,12,TAS,3
2019,12,VIC,21
2019,12,WA,15
2020,1,NSW,23
2020,1,NT,1
2020,1,QLD,10
2020,1,SA,8
2020,1,TAS,6
2020,1,VIC,23
2020,1,WA,11
2020,2,NSW,30
2020,2,NT,4
2020,2,QLD,15
2020,2,SA,8
2020,2,TAS,6
2020,2,VIC,18
2020,2,WA,12
2020,3,NSW,24
2020,3,NT,1
2020,3,QLD,23
2020,3,SA,14
2020,3,TAS,3
2020,3,VIC,26
2020,3,WA,11
2020,4,ACT,2
2020,4,NSW,23
2020,4,NT,1
2020,4,QLD,20
2020,4,SA,7
2020,4,TAS,1
2020,4,VIC,17
2020,4,WA,9
2020,5,NSW,20
2020,5,NT,1
2020,5,QLD,22
2020,5,SA,7
2020,5,TAS,2
2020,5,VIC,15
2020,5,WA,15
2020,6,NSW,22
2020,6,NT,3
2020,6,QLD,27
2020,6,SA,2
2020,6,VIC,16
2020,6,WA,12
2020,7,ACT,1
2020,7,NSW,24
2020,7,NT,4
2020,7,QLD,25
2020,7,SA,10
2020,7,TAS,3
2020,7,VIC,15
2020,7,WA,14
2020,8,NSW,26
2020,8,NT,5
2020,8,QLD,27
2020,8,SA,5
2020,8,TAS,6
2020,8,VIC,14
2020,8,WA,13
2020,9,ACT,2
2020,9,NSW,29
2020,9,QLD,25
2020,9,SA,3
2020,9,VIC,14
2020,9,WA,10
2020,10,ACT,1
2020,10,NSW,17
2020,10,NT,3
2020,10,QLD,30
2020,10,SA,7
2020,10,TAS,6
2020,10,VIC,22
2020,10,WA,18
2020,11,NSW,24
2020,11,NT,3
2020,11,QLD,24
2020,11,SA,14
2020,11,TAS,3
2020,11,VIC,15
2020,11,WA,19
2020,12,ACT,1
2020,12,NSW,22
2020,12,NT,5
2020,12,QLD,30
2020,12,SA,8
2020,12,TAS,2
2020,12,VIC,16
2020,12,WA,11
2021,1,ACT,1
2021,1,NSW,24
2021,1,NT,3
2021,1,QLD,20
2021,1,SA,8
2021,1,TAS,2
2021,1,VIC,14
2021,1,WA,25
2021,2,ACT,2
2021,2,NSW,26
2021,2,QLD,28
2021,2,SA,9
2021,2,TAS,1
2021,2,VIC,21
2021,2,WA,8
2021,3,ACT,1
2021,3,NSW,20
2021,3,NT,2
2021,3,QLD,28
2021,3,SA,14
2021,3,VIC,24
2021,3,WA,11
2021,4,ACT,1
2021,4,NSW,25
2021,4,NT,2
2021,4,QLD,17
2021,4,SA,8
2021,4,TAS,6
2021,4,VIC,14
2021,4,WA,12
2021,5,NSW,21
2021,5,NT,4
2021,5,QLD,16
2021,5,SA,5
2021,5,TAS,3
2021,5,VIC,14
2021,5,WA,16
2021,6,ACT,1
2021,6,NSW,29
2021,6,NT,6
2021,6,QLD,26
2021,6,SA,8
2021,6,TAS,2
2021,6,VIC,20
2021,6,WA,12
2021,7,ACT,1
2021,7,NSW,18
2021,7,NT,5
2021,7,QLD,32
2021,7,SA,9
2021,7,TAS,7
2021,7,VIC,20
2021,7,WA,15
2021,8,ACT,1
2021,8,NSW,16
2021,8,NT,3
2021,8,QLD,22
2021,8,SA,4
2021,8,TAS,5
2021,8,VIC,17
2021,8,WA,11
2021,9,ACT,1
2021,9,NSW,16
2021,9,NT,1
2021,9,QLD,16
2021,9,SA,8
2021,9,TAS,3
2021,9,VIC,21
2021,9,WA,18
2021,10,NSW,26
2021,10,NT,3
2021,10,QLD,36
2021,10,SA,10
2021,10,TAS,1
2021,10,VIC,18
2021,10,WA,10
2021,11,NSW,22
2021,11,NT,1
2021,11,QLD,22
2021,11,SA,9
2021,11,TAS,2
2021,11,VIC,24
2021,11,WA,14
2021,12,ACT,2
2021,12,NSW,32
2021,12,NT,5
2021,12,QLD,14
2021,12,SA,7
2021,12,TAS,4
2021,12,VIC,24
2021,12,WA,14
2022,1,ACT,2
2022,1,NSW,28
2022,1,NT,3
2022,1,QLD,19
2022,1,SA,4
2022,1,TAS,3
2022,1,VIC,23
2022,1,WA,10
2022,2,ACT,1
2022,2,NSW,26
2022,2,NT,7
2022,2,QLD,35
2022,2,SA,8
2022,2,TAS,3
2022,2,VIC,24
2022,2,WA,7
2022,3,NSW,28
2022,3,NT,3
2022,3,QLD,21
2022,3,SA,5
2022,3,TAS,6
2022,3,VIC,17
2022,3,WA,15
2022,4,ACT,2
2022,4,NSW,27
2022,4,NT,4
2022,4,QLD,18
2022,4,SA,9
2022,4,TAS,7
2022,4,VIC,19
2022,4,WA,16
2022,5,ACT,4
2022,5,NSW,21
2022,5,NT,5
2022,5,QLD,35
2022,5,SA,7
2022,5,TAS,8
2022,5,VIC,14
2022,5,WA,10
2022,6,ACT,1
2022,6,NSW,20
2022,6,NT,5
2022,6,QLD,22
2022,6,SA,5
2022,6,TAS,3
2022,6,VIC,22
2022,6,WA,15
2022,7,NSW,12
2022,7,NT,4
2022,7,QLD,21
2022,7,SA,5
2022,7,TAS,4
2022,7,VIC,20
2022,7,WA,10
2022,8,ACT,1
2022,8,NSW,15
2022,8,NT,8
2022,8,QLD,26
2022,8,SA,5
2022,8,TAS,4
2022,8,VIC,19
2022,8,WA,17
2022,9,ACT,1
2022,9,NSW,33
2022,9,NT,1
2022,9,QLD,25
2022,9,SA,7
2022,9,TAS,3
2022,9,VIC,28
2022,9,WA,20
2022,10,ACT,6
2022,10,NSW,20
2022,10,NT,4
2022,10,QLD,18
2022,10,SA,3
2022,10,TAS,5
2022,10,VIC,19
2022,10,WA,14
2022,11,NSW,24
2022,11,NT,2
2022,11,QLD,30
2022,11,SA,5
2022,11,TAS,4
2022,11,VIC,20
2022,11,WA,17
2022,12,NSW,27
2022,12,NT,1
2022,12,QLD,27
2022,12,SA,8
2022,12,TAS,1
2022,12,VIC,15
2022,12,WA,24
2023,1,ACT,1
2023,1,NSW,22
2023,1,NT,1
2023,1,QLD,23
2023,1,SA,11
2023,1,TAS,3
2023,1,VIC,32
2023,1,WA,13
2023,2,ACT,1
2023,2,NSW,21
2023,2,QLD,16
2023,2,SA,13
2023,2,TAS,3
2023,2,VIC,26
2023,2,WA,9
2023,3,NSW,35
2023,3,NT,2
2023,3,QLD,19
2023,3,SA,17
2023,3,TAS,2
2023,3,VIC,21
2023,3,WA,16
2023,4,NSW,34
2023,4,NT,1
2023,4,QLD,18
2023,4,SA,6
2023,4,TAS,2
2023,4,VIC,20
2023,4,WA,11
2023,5,NSW,23
2023,5,QLD,28
2023,5,SA,11
2023,5,TAS,3
2023,5,VIC,29
2023,5,WA,14
2023,6,NSW,34
2023,6,NT,2
2023,6,QLD,22
2023,6,SA,3
2023,6,TAS,4
2023,6,VIC,16
2023,6,WA,10
2023,7,ACT,1
2023,7,NSW,36
2023,7,NT,1
2023,7,QLD,30
2023,7,SA,10
2023,7,TAS,1
2023,7,VIC,24
2023,7,WA,11
2023,8,NSW,30
2023,8,NT,2
2023,8,QLD,29
2023,8,SA,6
2023,8,TAS,3
2023,8,VIC,21
2023,8,WA,14
2023,9,NSW,34
2023,9,NT,10
2023,9,QLD,31
2023,9,SA,11
2023,9,TAS,2
2023,9,VIC,26
2023,9,WA,16
2023,10,NSW,29
2023,10,NT,6
2023,10,QLD,13
2023,10,SA,8
2023,10,TAS,5
2023,10,VIC,23
2023,10,WA,11
